[H[2J[3J----------------  -------  -----------  ------------  -------------  --------------
Fitness type      Mu Size  Lambda Size  Mutation STD  Mutation Rate  Crossover Rate
himmelblau_task3  100      100          1             0.01           0.6
----------------  -------  -----------  ------------  -------------  --------------
########################################################################################
Generation 	 Candidate Evals 	 Best Fit 	 Average Fit 	 % same 	
399 		 79900 			 7.9010 	 123.9738 	 44.0000 %
400 		 80100 			 12.4679 	 126.8205 	 41.0000 %
401 		 80300 			 10.8450 	 136.5114 	 39.0000 %
402 		 80500 			 0.2365 	 128.1210 	 43.0000 %
403 		 80700 			 0.5167 	 134.5002 	 44.0000 %
404 		 80900 			 1.6499 	 128.2077 	 36.0000 %
405 		 81100 			 1.9404 	 123.9280 	 35.0000 %
406 		 81300 			 1.9404 	 132.5369 	 31.0000 %
407 		 81500 			 13.4231 	 120.5010 	 39.0000 %
408 		 81700 			 13.4231 	 119.2406 	 40.0000 %
409 		 81900 			 13.4231 	 124.6842 	 51.0000 %
410 		 82100 			 13.4231 	 120.2170 	 39.0000 %
411 		 82300 			 16.2385 	 130.3859 	 40.0000 %
412 		 82500 			 15.5320 	 106.4939 	 34.0000 %
413 		 82700 			 15.5320 	 103.9877 	 53.0000 %
414 		 82900 			 17.9227 	 110.3078 	 40.0000 %
415 		 83100 			 1.1818 	 115.2559 	 37.0000 %
416 		 83300 			 14.8214 	 107.7851 	 31.0000 %
417 		 83500 			 14.8214 	 105.5290 	 48.0000 %
418 		 83700 			 12.4679 	 106.0555 	 51.0000 %
419 		 83900 			 12.5581 	 98.9441 	 44.0000 %
420 		 84100 			 10.4364 	 102.5555 	 42.0000 %
421 		 84300 			 18.7081 	 94.9985 	 39.0000 %
422 		 84500 			 4.9273 	 94.1417 	 52.0000 %
423 		 84700 			 4.9273 	 102.1168 	 46.0000 %
